jahr	bezirk	kanton	typ	anzahl
2020	Bezirk Thierstein	SO	Leichte Motorwagen	10583
2021	Bezirk Thierstein	SO	Leichte Motorwagen	10583
2022	Bezirk Thierstein	SO	Leichte Motorwagen	10585
2023	Bezirk Thierstein	SO	Leichte Motorwagen	10588
1990	Bezirk Thierstein	SO	Schwere Motorwagen	-136
1991	Bezirk Thierstein	SO	Schwere Motorwagen	0
1992	Bezirk Thierstein	SO	Schwere Motorwagen	5
1993	Bezirk Thierstein	SO	Schwere Motorwagen	8
1994	Bezirk Thierstein	SO	Schwere Motorwagen	8
1995	Bezirk Thierstein	SO	Schwere Motorwagen	11
1996	Bezirk Thierstein	SO	Schwere Motorwagen	12
1997	Bezirk Thierstein	SO	Schwere Motorwagen	16
1998	Bezirk Thierstein	SO	Schwere Motorwagen	17
1999	Bezirk Thierstein	SO	Schwere Motorwagen	16
2000	Bezirk Thierstein	SO	Schwere Motorwagen	19
2001	Bezirk Thierstein	SO	Schwere Motorwagen	23
2002	Bezirk Thierstein	SO	Schwere Motorwagen	28
2003	Bezirk Thierstein	SO	Schwere Motorwagen	32
2004	Bezirk Thierstein	SO	Schwere Motorwagen	36
2005	Bezirk Thierstein	SO	Schwere Motorwagen	33
2006	Bezirk Thierstein	SO	Schwere Motorwagen	35
2007	Bezirk Thierstein	SO	Schwere Motorwagen	37
2008	Bezirk Thierstein	SO	Schwere Motorwagen	38
2009	Bezirk Thierstein	SO	Schwere Motorwagen	38
2010	Bezirk Thierstein	SO	Schwere Motorwagen	40
2011	Bezirk Thierstein	SO	Schwere Motorwagen	44
2012	Bezirk Thierstein	SO	Schwere Motorwagen	48
2013	Bezirk Thierstein	SO	Schwere Motorwagen	53
2014	Bezirk Thierstein	SO	Schwere Motorwagen	48
2015	Bezirk Thierstein	SO	Schwere Motorwagen	50
2016	Bezirk Thierstein	SO	Schwere Motorwagen	55
2017	Bezirk Thierstein	SO	Schwere Motorwagen	55
2018	Bezirk Thierstein	SO	Schwere Motorwagen	52
2019	Bezirk Thierstein	SO	Schwere Motorwagen	56
2020	Bezirk Thierstein	SO	Schwere Motorwagen	56
2021	Bezirk Thierstein	SO	Schwere Motorwagen	58
2022	Bezirk Thierstein	SO	Schwere Motorwagen	61
2023	Bezirk Thierstein	SO	Schwere Motorwagen	64
1990	Bezirk Thierstein	SO	Anhänger	1171
1991	Bezirk Thierstein	SO	Anhänger	1174
1992	Bezirk Thierstein	SO	Anhänger	1179
1993	Bezirk Thierstein	SO	Anhänger	1184
1994	Bezirk Thierstein	SO	Anhänger	1187
1995	Bezirk Thierstein	SO	Anhänger	1187
1996	Bezirk Thierstein	SO	Anhänger	1192
1997	Bezirk Thierstein	SO	Anhänger	1196
1998	Bezirk Thierstein	SO	Anhänger	1201
1999	Bezirk Thierstein	SO	Anhänger	1205
2000	Bezirk Thierstein	SO	Anhänger	1208
2001	Bezirk Thierstein	SO	Anhänger	1210
2002	Bezirk Thierstein	SO	Anhänger	1214
2003	Bezirk Thierstein	SO	Anhänger	1212
2004	Bezirk Thierstein	SO	Anhänger	1209
2005	Bezirk Thierstein	SO	Anhänger	1212
2006	Bezirk Thierstein	SO	Anhänger	1212
2007	Bezirk Thierstein	SO	Anhänger	1213
2008	Bezirk Thierstein	SO	Anhänger	1217
2009	Bezirk Thierstein	SO	Anhänger	1218
2010	Bezirk Thierstein	SO	Anhänger	1219
2011	Bezirk Thierstein	SO	Anhänger	1220
2012	Bezirk Thierstein	SO	Anhänger	1221
2013	Bezirk Thierstein	SO	Anhänger	1224
2014	Bezirk Thierstein	SO	Anhänger	1227
2015	Bezirk Thierstein	SO	Anhänger	1228
2016	Bezirk Thierstein	SO	Anhänger	1233
2017	Bezirk Thierstein	SO	Anhänger	1238
2018	Bezirk Thierstein	SO	Anhänger	1238
2019	Bezirk Thierstein	SO	Anhänger	1240
2020	Bezirk Thierstein	SO	Anhänger	1238
2021	Bezirk Thierstein	SO	Anhänger	1238
2022	Bezirk Thierstein	SO	Anhänger	1239
2023	Bezirk Thierstein	SO	Anhänger	1239
1990	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	358
1991	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	362
1992	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	363
1993	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	364
1994	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	359
1995	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	362
1996	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	363
1997	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	365
1998	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	365
1999	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	369
2000	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	374
2001	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	375
2002	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	379
2003	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	383
2004	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	388
2005	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	393
2006	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	394
2007	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	398
2008	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	402
2009	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	398
2010	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	398
2011	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	401
2012	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	406
2013	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	410
2014	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	411
2015	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	411
2016	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	413
2017	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	413
2018	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	413
2019	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	417
2020	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	417
2021	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	415
2022	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	415
2023	Bezirk Thierstein	SO	Landw. FZ Ind. Trak.	416
1990	Bezirk Thierstein	SO	Motorräder	1377
1991	Bezirk Thierstein	SO	Motorräder	1377
1992	Bezirk Thierstein	SO	Motorräder	1376
1993	Bezirk Thierstein	SO	Motorräder	1376
1994	Bezirk Thierstein	SO	Motorräder	1378
1995	Bezirk Thierstein	SO	Motorräder	1379
1996	Bezirk Thierstein	SO	Motorräder	1384
1997	Bezirk Thierstein	SO	Motorräder	1384
1998	Bezirk Thierstein	SO	Motorräder	1384
1999	Bezirk Thierstein	SO	Motorräder	1385
2000	Bezirk Thierstein	SO	Motorräder	1387
2001	Bezirk Thierstein	SO	Motorräder	1392
2002	Bezirk Thierstein	SO	Motorräder	1393
2003	Bezirk Thierstein	SO	Motorräder	1394
2004	Bezirk Thierstein	SO	Motorräder	1394
2005	Bezirk Thierstein	SO	Motorräder	1396
2006	Bezirk Thierstein	SO	Motorräder	1399
2007	Bezirk Thierstein	SO	Motorräder	1400
2008	Bezirk Thierstein	SO	Motorräder	1403
2009	Bezirk Thierstein	SO	Motorräder	1405
2010	Bezirk Thierstein	SO	Motorräder	1407
2011	Bezirk Thierstein	SO	Motorräder	1412
2012	Bezirk Thierstein	SO	Motorräder	1412
2013	Bezirk Thierstein	SO	Motorräder	1416
2014	Bezirk Thierstein	SO	Motorräder	1416
2015	Bezirk Thierstein	SO	Motorräder	1417
2016	Bezirk Thierstein	SO	Motorräder	1418
2017	Bezirk Thierstein	SO	Motorräder	1423
2018	Bezirk Thierstein	SO	Motorräder	1426
2019	Bezirk Thierstein	SO	Motorräder	1422
2020	Bezirk Thierstein	SO	Motorräder	1420
2021	Bezirk Thierstein	SO	Motorräder	1425
2022	Bezirk Thierstein	SO	Motorräder	1428
2023	Bezirk Thierstein	SO	Motorräder	1428
1990	Bezirk Thierstein	SO	Klein-Motorräder	-288
1991	Bezirk Thierstein	SO	Klein-Motorräder	0
1992	Bezirk Thierstein	SO	Klein-Motorräder	3
1993	Bezirk Thierstein	SO	Klein-Motorräder	3
1994	Bezirk Thierstein	SO	Klein-Motorräder	4
1995	Bezirk Thierstein	SO	Klein-Motorräder	5
1996	Bezirk Thierstein	SO	Klein-Motorräder	7
1997	Bezirk Thierstein	SO	Klein-Motorräder	7
1998	Bezirk Thierstein	SO	Klein-Motorräder	11
1999	Bezirk Thierstein	SO	Klein-Motorräder	12
2000	Bezirk Thierstein	SO	Klein-Motorräder	16
2001	Bezirk Thierstein	SO	Klein-Motorräder	18
2002	Bezirk Thierstein	SO	Klein-Motorräder	22
2003	Bezirk Thierstein	SO	Klein-Motorräder	24
2004	Bezirk Thierstein	SO	Klein-Motorräder	27
2005	Bezirk Thierstein	SO	Klein-Motorräder	31
2006	Bezirk Thierstein	SO	Klein-Motorräder	27
2007	Bezirk Thierstein	SO	Klein-Motorräder	32
2008	Bezirk Thierstein	SO	Klein-Motorräder	33
2009	Bezirk Thierstein	SO	Klein-Motorräder	35
2010	Bezirk Thierstein	SO	Klein-Motorräder	36
2011	Bezirk Thierstein	SO	Klein-Motorräder	36
2012	Bezirk Thierstein	SO	Klein-Motorräder	39
2013	Bezirk Thierstein	SO	Klein-Motorräder	42
2014	Bezirk Thierstein	SO	Klein-Motorräder	42
2015	Bezirk Thierstein	SO	Klein-Motorräder	46
2016	Bezirk Thierstein	SO	Klein-Motorräder	48
2017	Bezirk Thierstein	SO	Klein-Motorräder	50
2018	Bezirk Thierstein	SO	Klein-Motorräder	54
2019	Bezirk Thierstein	SO	Klein-Motorräder	54
2020	Bezirk Thierstein	SO	Klein-Motorräder	54
2021	Bezirk Thierstein	SO	Klein-Motorräder	58
2022	Bezirk Thierstein	SO	Klein-Motorräder	63
2023	Bezirk Thierstein	SO	Klein-Motorräder	64
1990	Bezirk Thierstein	SO	Gewerbe FZ	-53
1991	Bezirk Thierstein	SO	Gewerbe FZ	0
1992	Bezirk Thierstein	SO	Gewerbe FZ	0
1993	Bezirk Thierstein	SO	Gewerbe FZ	4
1994	Bezirk Thierstein	SO	Gewerbe FZ	5
1995	Bezirk Thierstein	SO	Gewerbe FZ	8
1996	Bezirk Thierstein	SO	Gewerbe FZ	7
1997	Bezirk Thierstein	SO	Gewerbe FZ	10
1998	Bezirk Thierstein	SO	Gewerbe FZ	14
1999	Bezirk Thierstein	SO	Gewerbe FZ	19
2000	Bezirk Thierstein	SO	Gewerbe FZ	20
2001	Bezirk Thierstein	SO	Gewerbe FZ	21
2002	Bezirk Thierstein	SO	Gewerbe FZ	21
2003	Bezirk Thierstein	SO	Gewerbe FZ	24
2004	Bezirk Thierstein	SO	Gewerbe FZ	29
2005	Bezirk Thierstein	SO	Gewerbe FZ	30
2006	Bezirk Thierstein	SO	Gewerbe FZ	29
2007	Bezirk Thierstein	SO	Gewerbe FZ	34
2008	Bezirk Thierstein	SO	Gewerbe FZ	35
2009	Bezirk Thierstein	SO	Gewerbe FZ	37
2010	Bezirk Thierstein	SO	Gewerbe FZ	42
2011	Bezirk Thierstein	SO	Gewerbe FZ	42
2012	Bezirk Thierstein	SO	Gewerbe FZ	44
2013	Bezirk Thierstein	SO	Gewerbe FZ	40
2014	Bezirk Thierstein	SO	Gewerbe FZ	43
2015	Bezirk Thierstein	SO	Gewerbe FZ	45
2016	Bezirk Thierstein	SO	Gewerbe FZ	48
2017	Bezirk Thierstein	SO	Gewerbe FZ	49
2018	Bezirk Thierstein	SO	Gewerbe FZ	52
2019	Bezirk Thierstein	SO	Gewerbe FZ	53
2020	Bezirk Thierstein	SO	Gewerbe FZ	58
2021	Bezirk Thierstein	SO	Gewerbe FZ	63
2022	Bezirk Thierstein	SO	Gewerbe FZ	63
2023	Bezirk Thierstein	SO	Gewerbe FZ	64
1990	Bezirk Wasseramt	SO	Leichte Motorwagen	35506
1991	Bezirk Wasseramt	SO	Leichte Motorwagen	35506
1992	Bezirk Wasseramt	SO	Leichte Motorwagen	35506
1993	Bezirk Wasseramt	SO	Leichte Motorwagen	35506
1994	Bezirk Wasseramt	SO	Leichte Motorwagen	35504
1995	Bezirk Wasseramt	SO	Leichte Motorwagen	35507
1996	Bezirk Wasseramt	SO	Leichte Motorwagen	35505
1997	Bezirk Wasseramt	SO	Leichte Motorwagen	35507
1998	Bezirk Wasseramt	SO	Leichte Motorwagen	35509
1999	Bezirk Wasseramt	SO	Leichte Motorwagen	35513
2000	Bezirk Wasseramt	SO	Leichte Motorwagen	35517
2001	Bezirk Wasseramt	SO	Leichte Motorwagen	35520
2002	Bezirk Wasseramt	SO	Leichte Motorwagen	35519
2003	Bezirk Wasseramt	SO	Leichte Motorwagen	35519
2004	Bezirk Wasseramt	SO	Leichte Motorwagen	35524
2005	Bezirk Wasseramt	SO	Leichte Motorwagen	35526
2006	Bezirk Wasseramt	SO	Leichte Motorwagen	35528
2007	Bezirk Wasseramt	SO	Leichte Motorwagen	35523
2008	Bezirk Wasseramt	SO	Leichte Motorwagen	35522
2009	Bezirk Wasseramt	SO	Leichte Motorwagen	35522
2010	Bezirk Wasseramt	SO	Leichte Motorwagen	35526
2011	Bezirk Wasseramt	SO	Leichte Motorwagen	35529
2012	Bezirk Wasseramt	SO	Leichte Motorwagen	35533
2013	Bezirk Wasseramt	SO	Leichte Motorwagen	35534
2014	Bezirk Wasseramt	SO	Leichte Motorwagen	35537
2015	Bezirk Wasseramt	SO	Leichte Motorwagen	35541
2016	Bezirk Wasseramt	SO	Leichte Motorwagen	35544
2017	Bezirk Wasseramt	SO	Leichte Motorwagen	35548
2018	Bezirk Wasseramt	SO	Leichte Motorwagen	35549
2019	Bezirk Wasseramt	SO	Leichte Motorwagen	35551
2020	Bezirk Wasseramt	SO	Leichte Motorwagen	35553
2021	Bezirk Wasseramt	SO	Leichte Motorwagen	35558
2022	Bezirk Wasseramt	SO	Leichte Motorwagen	35559
2023	Bezirk Wasseramt	SO	Leichte Motorwagen	35562
1990	Bezirk Wasseramt	SO	Schwere Motorwagen	-22
1991	Bezirk Wasseramt	SO	Schwere Motorwagen	0
1992	Bezirk Wasseramt	SO	Schwere Motorwagen	5
1993	Bezirk Wasseramt	SO	Schwere Motorwagen	8
1994	Bezirk Wasseramt	SO	Schwere Motorwagen	13
1995	Bezirk Wasseramt	SO	Schwere Motorwagen	18
1996	Bezirk Wasseramt	SO	Schwere Motorwagen	18
1997	Bezirk Wasseramt	SO	Schwere Motorwagen	19
1998	Bezirk Wasseramt	SO	Schwere Motorwagen	21
1999	Bezirk Wasseramt	SO	Schwere Motorwagen	17
2000	Bezirk Wasseramt	SO	Schwere Motorwagen	17
2001	Bezirk Wasseramt	SO	Schwere Motorwagen	20
2002	Bezirk Wasseramt	SO	Schwere Motorwagen	24
2003	Bezirk Wasseramt	SO	Schwere Motorwagen	26
2004	Bezirk Wasseramt	SO	Schwere Motorwagen	30
2005	Bezirk Wasseramt	SO	Schwere Motorwagen	31
2006	Bezirk Wasseramt	SO	Schwere Motorwagen	33
2007	Bezirk Wasseramt	SO	Schwere Motorwagen	35
2008	Bezirk Wasseramt	SO	Schwere Motorwagen	36
2009	Bezirk Wasseramt	SO	Schwere Motorwagen	37
2010	Bezirk Wasseramt	SO	Schwere Motorwagen	42
2011	Bezirk Wasseramt	SO	Schwere Motorwagen	42
2012	Bezirk Wasseramt	SO	Schwere Motorwagen	45
2013	Bezirk Wasseramt	SO	Schwere Motorwagen	45
2014	Bezirk Wasseramt	SO	Schwere Motorwagen	50
2015	Bezirk Wasseramt	SO	Schwere Motorwagen	50
2016	Bezirk Wasseramt	SO	Schwere Motorwagen	52
2017	Bezirk Wasseramt	SO	Schwere Motorwagen	57
2018	Bezirk Wasseramt	SO	Schwere Motorwagen	59
2019	Bezirk Wasseramt	SO	Schwere Motorwagen	59
2020	Bezirk Wasseramt	SO	Schwere Motorwagen	54
2021	Bezirk Wasseramt	SO	Schwere Motorwagen	58
2022	Bezirk Wasseramt	SO	Schwere Motorwagen	59
2023	Bezirk Wasseramt	SO	Schwere Motorwagen	59
1990	Bezirk Wasseramt	SO	Anhänger	2317
1991	Bezirk Wasseramt	SO	Anhänger	2320
1992	Bezirk Wasseramt	SO	Anhänger	2315
1993	Bezirk Wasseramt	SO	Anhänger	2318
1994	Bezirk Wasseramt	SO	Anhänger	2323
1995	Bezirk Wasseramt	SO	Anhänger	2323
1996	Bezirk Wasseramt	SO	Anhänger	2323
1997	Bezirk Wasseramt	SO	Anhänger	2324
1998	Bezirk Wasseramt	SO	Anhänger	2325
1999	Bezirk Wasseramt	SO	Anhänger	2325
2000	Bezirk Wasseramt	SO	Anhänger	2325
2001	Bezirk Wasseramt	SO	Anhänger	2328
2002	Bezirk Wasseramt	SO	Anhänger	2332
2003	Bezirk Wasseramt	SO	Anhänger	2337
2004	Bezirk Wasseramt	SO	Anhänger	2338
2005	Bezirk Wasseramt	SO	Anhänger	2343
2006	Bezirk Wasseramt	SO	Anhänger	2341
2007	Bezirk Wasseramt	SO	Anhänger	2341
2008	Bezirk Wasseramt	SO	Anhänger	2345
2009	Bezirk Wasseramt	SO	Anhänger	2347
2010	Bezirk Wasseramt	SO	Anhänger	2350
2011	Bezirk Wasseramt	SO	Anhänger	2355
2012	Bezirk Wasseramt	SO	Anhänger	2356
2013	Bezirk Wasseramt	SO	Anhänger	2355
2014	Bezirk Wasseramt	SO	Anhänger	2358
2015	Bezirk Wasseramt	SO	Anhänger	2361
2016	Bezirk Wasseramt	SO	Anhänger	2361
2017	Bezirk Wasseramt	SO	Anhänger	2361
2018	Bezirk Wasseramt	SO	Anhänger	2361
2019	Bezirk Wasseramt	SO	Anhänger	2364
2020	Bezirk Wasseramt	SO	Anhänger	2364
2021	Bezirk Wasseramt	SO	Anhänger	2369
2022	Bezirk Wasseramt	SO	Anhänger	2371
2023	Bezirk Wasseramt	SO	Anhänger	2372
1990	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	428
1991	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	428
1992	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	433
1993	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	435
1994	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	435
1995	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	440
1996	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	444
1997	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	443
1998	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	445
1999	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	450
2000	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	454
2001	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	455
2002	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	455
2003	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	459
2004	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	460
2005	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	463
2006	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	465
2007	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	465
2008	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	470
2009	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	473
2010	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	476
2011	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	473
2012	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	473
2013	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	468
2014	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	472
2015	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	476
2016	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	477
2017	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	478
2018	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	483
2019	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	486
2020	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	487
2021	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	485
2022	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	489
2023	Bezirk Wasseramt	SO	Landw. FZ Ind. Trak.	492
1990	Bezirk Wasseramt	SO	Motorräder	3776
1991	Bezirk Wasseramt	SO	Motorräder	3779
1992	Bezirk Wasseramt	SO	Motorräder	3784
1993	Bezirk Wasseramt	SO	Motorräder	3782
1994	Bezirk Wasseramt	SO	Motorräder	3781
1995	Bezirk Wasseramt	SO	Motorräder	3781
1996	Bezirk Wasseramt	SO	Motorräder	3781
1997	Bezirk Wasseramt	SO	Motorräder	3782
1998	Bezirk Wasseramt	SO	Motorräder	3787
1999	Bezirk Wasseramt	SO	Motorräder	3790
2000	Bezirk Wasseramt	SO	Motorräder	3793
2001	Bezirk Wasseramt	SO	Motorräder	3796
2002	Bezirk Wasseramt	SO	Motorräder	3800
2003	Bezirk Wasseramt	SO	Motorräder	3802
2004	Bezirk Wasseramt	SO	Motorräder	3797
2005	Bezirk Wasseramt	SO	Motorräder	3800
2006	Bezirk Wasseramt	SO	Motorräder	3799
2007	Bezirk Wasseramt	SO	Motorräder	3800
2008	Bezirk Wasseramt	SO	Motorräder	3805
2009	Bezirk Wasseramt	SO	Motorräder	3805
2010	Bezirk Wasseramt	SO	Motorräder	3810
2011	Bezirk Wasseramt	SO	Motorräder	3811
2012	Bezirk Wasseramt	SO	Motorräder	3810
2013	Bezirk Wasseramt	SO	Motorräder	3810
2014	Bezirk Wasseramt	SO	Motorräder	3810
2015	Bezirk Wasseramt	SO	Motorräder	3810
2016	Bezirk Wasseramt	SO	Motorräder	3814
2017	Bezirk Wasseramt	SO	Motorräder	3815
2018	Bezirk Wasseramt	SO	Motorräder	3820
2019	Bezirk Wasseramt	SO	Motorräder	3824
2020	Bezirk Wasseramt	SO	Motorräder	3829
2021	Bezirk Wasseramt	SO	Motorräder	3826
2022	Bezirk Wasseramt	SO	Motorräder	3829
2023	Bezirk Wasseramt	SO	Motorräder	3829
1990	Bezirk Wasseramt	SO	Klein-Motorräder	-180
1991	Bezirk Wasseramt	SO	Klein-Motorräder	0
1992	Bezirk Wasseramt	SO	Klein-Motorräder	0
1993	Bezirk Wasseramt	SO	Klein-Motorräder	4
1994	Bezirk Wasseramt	SO	Klein-Motorräder	4
1995	Bezirk Wasseramt	SO	Klein-Motorräder	8
1996	Bezirk Wasseramt	SO	Klein-Motorräder	8
1997	Bezirk Wasseramt	SO	Klein-Motorräder	9
1998	Bezirk Wasseramt	SO	Klein-Motorräder	11
1999	Bezirk Wasseramt	SO	Klein-Motorräder	13
2000	Bezirk Wasseramt	SO	Klein-Motorräder	13
2001	Bezirk Wasseramt	SO	Klein-Motorräder	15
2002	Bezirk Wasseramt	SO	Klein-Motorräder	19
2003	Bezirk Wasseramt	SO	Klein-Motorräder	16
2004	Bezirk Wasseramt	SO	Klein-Motorräder	18
2005	Bezirk Wasseramt	SO	Klein-Motorräder	17
2006	Bezirk Wasseramt	SO	Klein-Motorräder	17
2007	Bezirk Wasseramt	SO	Klein-Motorräder	18
2008	Bezirk Wasseramt	SO	Klein-Motorräder	18
2009	Bezirk Wasseramt	SO	Klein-Motorräder	23
2010	Bezirk Wasseramt	SO	Klein-Motorräder	27
2011	Bezirk Wasseramt	SO	Klein-Motorräder	22
2012	Bezirk Wasseramt	SO	Klein-Motorräder	20
2013	Bezirk Wasseramt	SO	Klein-Motorräder	21
2014	Bezirk Wasseramt	SO	Klein-Motorräder	26
2015	Bezirk Wasseramt	SO	Klein-Motorräder	30
2016	Bezirk Wasseramt	SO	Klein-Motorräder	34
2017	Bezirk Wasseramt	SO	Klein-Motorräder	37
2018	Bezirk Wasseramt	SO	Klein-Motorräder	38
2019	Bezirk Wasseramt	SO	Klein-Motorräder	40
2020	Bezirk Wasseramt	SO	Klein-Motorräder	44
2021	Bezirk Wasseramt	SO	Klein-Motorräder	49
2022	Bezirk Wasseramt	SO	Klein-Motorräder	51
2023	Bezirk Wasseramt	SO	Klein-Motorräder	55
1990	Bezirk Wasseramt	SO	Gewerbe FZ	59
1991	Bezirk Wasseramt	SO	Gewerbe FZ	59
1992	Bezirk Wasseramt	SO	Gewerbe FZ	59
1993	Bezirk Wasseramt	SO	Gewerbe FZ	64
1994	Bezirk Wasseramt	SO	Gewerbe FZ	68
1995	Bezirk Wasseramt	SO	Gewerbe FZ	73
1996	Bezirk Wasseramt	SO	Gewerbe FZ	75
1997	Bezirk Wasseramt	SO	Gewerbe FZ	79
1998	Bezirk Wasseramt	SO	Gewerbe FZ	74
1999	Bezirk Wasseramt	SO	Gewerbe FZ	76
2000	Bezirk Wasseramt	SO	Gewerbe FZ	78
2001	Bezirk Wasseramt	SO	Gewerbe FZ	80
2002	Bezirk Wasseramt	SO	Gewerbe FZ	84
2003	Bezirk Wasseramt	SO	Gewerbe FZ	88
2004	Bezirk Wasseramt	SO	Gewerbe FZ	91
2005	Bezirk Wasseramt	SO	Gewerbe FZ	94
2006	Bezirk Wasseramt	SO	Gewerbe FZ	97
2007	Bezirk Wasseramt	SO	Gewerbe FZ	97
2008	Bezirk Wasseramt	SO	Gewerbe FZ	102
2009	Bezirk Wasseramt	SO	Gewerbe FZ	105
2010	Bezirk Wasseramt	SO	Gewerbe FZ	102
2011	Bezirk Wasseramt	SO	Gewerbe FZ	99
2012	Bezirk Wasseramt	SO	Gewerbe FZ	101
2013	Bezirk Wasseramt	SO	Gewerbe FZ	104
2014	Bezirk Wasseramt	SO	Gewerbe FZ	105
2015	Bezirk Wasseramt	SO	Gewerbe FZ	107
2016	Bezirk Wasseramt	SO	Gewerbe FZ	102
2017	Bezirk Wasseramt	SO	Gewerbe FZ	101
2018	Bezirk Wasseramt	SO	Gewerbe FZ	105
2019	Bezirk Wasseramt	SO	Gewerbe FZ	108
2020	Bezirk Wasseramt	SO	Gewerbe FZ	108
2021	Bezirk Wasseramt	SO	Gewerbe FZ	110
2022	Bezirk Wasseramt	SO	Gewerbe FZ	113
2023	Bezirk Wasseramt	SO	Gewerbe FZ	116
